Code,Name,Geographic Level,City Class,Income Classification,Urban / Rural(based on 2015 POPCEN),POPULATION(2015 POPCEN),Notes,Capital,Old Name
83717065,Tuya,Bgy,,,R,367,,,
83718000,DULAG,Mun,,3rd*,,"47,300",,,
83718001,Alegre,Bgy,,,R,"1,068",,,
83718002,Arado,Bgy,,,R,351,,,
83718003,Bulod,Bgy,,,R,745,,,
83718004,Batug,Bgy,,,R,619,,,
83718005,Bolongtohan,Bgy,,,R,619,,,
83718006,Cabacungan,Bgy,,,R,"3,337",,,
83718007,Cabarasan,Bgy,,,R,572,,,
83718008,Cabato-an,Bgy,,,R,"1,092",,,
83718009,Calipayan,Bgy,,,R,667,,,
83718010,Calubian,Bgy,,,R,"1,307",,,
83718011,Camitoc,Bgy,,,R,365,,,
83718012,Camote,Bgy,,,R,895,,,
83718013,Dacay,Bgy,,,R,638,,,
83718014,Del Carmen,Bgy,,,R,526,,,
83718015,Del Pilar,Bgy,,,R,985,,,
83718016,Fatima,Bgy,,,R,823,,,
83718017,General Roxas,Bgy,,,R,647,,,
83718019,Luan,Bgy,,,R,742,,,
83718020,Magsaysay,Bgy,,,R,728,,,
83718021,Maricum,Bgy,,,R,280,,,
83718022,Barbo (Pob.),Bgy,,,R,941,,,
83718023,Buntay (Pob.),Bgy,,,R,"1,268",,,
83718024,Cambula District (Pob.),Bgy,,,R,434,,,
83718025,Candao (Pob.),Bgy,,,R,555,,,
83718026,Catmonan (Pob.),Bgy,,,R,582,,,
83718027,Combis (Pob.),Bgy,,,R,"1,253",,,
83718028,Highway (Pob.),Bgy,,,R,"1,744",,,
83718029,Market Site (Pob.),Bgy,,,U,447,,,
83718030,San Miguel (Pob.),Bgy,,,R,"1,697",,,
83718031,Serrano (Pob.),Bgy,,,R,525,,,
83718032,Sungi (Pob.),Bgy,,,R,"1,410",,,
83718033,Rawis,Bgy,,,R,"1,447",,,
83718034,Rizal,Bgy,,,R,"2,255",,,
83718035,Romualdez,Bgy,,,R,658,,,
83718036,Sabang Daguitan,Bgy,,,R,532,,,
83718037,Salvacion,Bgy,,,R,"1,195",,,
83718038,San Agustin,Bgy,,,R,"1,272",,,
83718039,San Antonio,Bgy,,,R,572,,,
83718040,San Isidro,Bgy,,,R,822,,,
83718041,San Jose,Bgy,,,R,"4,388",,,
83718042,San Rafael,Bgy,,,R,"2,102",,,
83718043,San Vicente,Bgy,,,R,858,,,
83718044,Tabu,Bgy,,,R,"1,316",,,
83718045,Tigbao,Bgy,,,R,"1,267",,,
83718046,Victory,Bgy,,,R,754,,,
83719000,HILONGOS,Mun,,2nd,,"63,431",,,
83719001,Agutayan,Bgy,,,R,557,,,
83719002,Atabay,Bgy,,,U,"3,329",,,
83719003,Baas,Bgy,,,R,"1,020",,,
83719004,Bagumbayan,Bgy,,,R,944,,,
83719005,Baliw,Bgy,,,R,703,,,
83719006,Bantigue,Bgy,,,R,806,,,
83719007,Bung-aw,Bgy,,,R,"1,562",,,
83719008,Cacao,Bgy,,,R,760,,,
83719009,Campina,Bgy,,,R,703,,,
83719010,Catandog 1,Bgy,,,R,710,,,
83719011,Catandog 2,Bgy,,,R,386,,,
83719012,Concepcion,Bgy,,,R,"2,324",,,
83719014,Himo-aw,Bgy,,,R,"1,679",,,
83719015,Hitudpan,Bgy,,,R,812,,,
83719016,Imelda Marcos (Pong-on),Bgy,,,R,580,,,
83719017,Kang-iras,Bgy,,,R,930,,,
83719018,Lamak,Bgy,,,U,"3,058",,,
83719019,Libertad,Bgy,,,R,656,,,
83719020,Liberty,Bgy,,,R,"2,683",,,
83719021,Lunang,Bgy,,,R,"1,683",,,
83719022,Magnangoy,Bgy,,,R,898,,,
83719023,Marangog,Bgy,,,R,"1,384",,,
83719024,Matapay,Bgy,,,R,"2,696",,,
83719025,Naval,Bgy,,,R,"1,013",,,
83719026,Owak,Bgy,,,R,"1,136",,,
83719027,Pa-a,Bgy,,,R,"1,095",,,
83719028,Central Barangay (Pob.),Bgy,,,U,"2,745",,,
83719029,Eastern Barangay (Pob.),Bgy,,,U,"2,630",,,
83719030,Western Barangay (Pob.),Bgy,,,R,"3,001",,,
83719031,Pontod,Bgy,,,R,"1,497",,,
83719032,Proteccion,Bgy,,,R,766,,,
83719033,San Agustin,Bgy,,,R,307,,,
83719034,San Antonio,Bgy,,,R,485,,,
83719035,San Isidro,Bgy,,,R,670,,,
83719036,San Juan,Bgy,,,R,"1,603",,,
83719037,San Roque,Bgy,,,R,"1,453",,,
83719038,Santa Cruz,Bgy,,,R,911,,,
83719039,Santa Margarita,Bgy,,,R,"1,419",,,
83719041,Santo Niño,Bgy,,,R,385,,,
83719042,Tabunok,Bgy,,,R,"1,603",,,
83719043,Tagnate,Bgy,,,R,768,,,
83719044,Talisay,Bgy,,,R,"1,689",,,
83719045,Tambis,Bgy,,,R,"1,045",,,
83719046,Tejero,Bgy,,,R,"1,479",,,
83719047,Tuguipa,Bgy,,,R,"1,031",,,
83719048,Utanan,Bgy,,,R,"1,102",,,
83719049,Bagong Lipunan,Bgy,,,R,608,,,
83719050,Bon-ot,Bgy,,,R,181,,,
83719051,Hampangan,Bgy,,,R,918,,,
83719052,Kangha-as,Bgy,,,R,382,,,
83719053,Manaul,Bgy,,,R,646,,,
83720000,HINDANG,Mun,,5th,,"20,924",,,
83720001,Anahaw,Bgy,,,R,446,,,
83720002,Anolon,Bgy,,,R,627,,,
83720003,Baldoza,Bgy,,,R,265,,,
83720004,Bontoc,Bgy,,,R,"1,639",,,
83720006,Bulacan,Bgy,,,R,880,,,
83720007,Canha-ayon,Bgy,,,R,542,,,
83720008,Capudlosan,Bgy,,,R,619,,,
83720009,Himacugo,Bgy,,,R,314,,,
83720010,Doos Del Norte,Bgy,,,R,"1,252",,,
83720011,Doos Del Sur,Bgy,,,R,"1,729",,,
83720012,Himokilan Island,Bgy,,,R,525,,,
83720013,Katipunan,Bgy,,,R,295,,,
83720014,Maasin,Bgy,,,R,"1,447",,,
83720015,Mabagon,Bgy,,,R,709,,,
83720016,Mahilum,Bgy,,,R,318,,,
83720017,Poblacion 1,Bgy,,,R,"2,791",,,
83720018,Poblacion 2,Bgy,,,R,"1,368",,,
83720019,San Vicente,Bgy,,,R,812,,,
83720020,Tabok,Bgy,,,R,"2,241",,,
83720021,Tagbibi,Bgy,,,R,"2,105",,,
83721000,INOPACAN,Mun,,4th,,"20,550",,,
83721001,Apid,Bgy,,,R,606,,,
83721002,Cabulisan,Bgy,,,R,582,,,
83721003,Caminto,Bgy,,,R,228,,,
83721004,Can-angay,Bgy,,,R,661,,,
83721005,Caulisihan,Bgy,,,R,342,,,
83721006,Conalum,Bgy,,,R,"2,106",,,
83721007,De los Santos (Mahilum),Bgy,,,R,184,,,
83721008,Esperanza,Bgy,,,R,"1,412",,,
83721009,Guadalupe,Bgy,,,R,"1,040",,,
83721010,Guinsanga-an,Bgy,,,R,305,,,
83721011,Hinabay,Bgy,,,R,543,,,
83721012,Jubasan,Bgy,,,R,973,,,
83721013,Linao,Bgy,,,R,996,,,
83721014,Macagoco,Bgy,,,R,335,,,
83721016,Maljo,Bgy,,,R,800,,,
83721017,Marao,Bgy,,,R,"1,077",,,
83721018,Poblacion,Bgy,,,R,"2,238",,,
83721019,Tahud,Bgy,,,R,"1,618",,,
83721020,Taotaon,Bgy,,,R,"1,672",,,
83721021,Tinago,Bgy,,,R,"2,832",,,
83722000,ISABEL,Mun,,1st,,"46,915",,,
83722001,Anislag,Bgy,,,R,738,,,
83722002,Antipolo,Bgy,,,R,611,,,
83722003,Apale,Bgy,,,R,"1,836",,,
83722004,Bantigue,Bgy,,,R,"2,339",,,
83722005,Benog,Bgy,,,R,664,,,
83722006,Bilwang,Bgy,,,U,"3,062",,,
83722007,Can-andan,Bgy,,,R,410,,,
83722008,Cangag,Bgy,,,R,674,,,
83722009,Consolacion,Bgy,,,R,566,,,
83722010,Honan,Bgy,,,U,"1,096",,,
83722011,Libertad,Bgy,,,U,"5,332",,,
83722012,Mahayag,Bgy,,,U,"2,269",,,
83722013,Marvel (Pob.),Bgy,,,U,"4,093",,,
83722014,Matlang,Bgy,,,U,"5,972",,,
83722015,Monte Alegre,Bgy,,,R,799,,,
83722017,Puting Bato,Bgy,,,R,779,,,
83722018,San Francisco,Bgy,,,R,973,,,
83722019,San Roque,Bgy,,,R,"1,625",,,
83722020,Santa Cruz,Bgy,,,R,"1,687",,,
83722021,Santo Niño (Pob.),Bgy,,,U,"5,293",,,
83722022,Santo Rosario,Bgy,,,R,962,,,
83722023,Tabunok,Bgy,,,R,"1,885",,,
83722024,Tolingon,Bgy,,,R,"1,829",,,
83722025,Tubod,Bgy,,,R,"1,421",,,
83723000,JARO,Mun,,3rd,,"43,199",,,
83723001,Alahag,Bgy,,,R,171,,,
83723002,Anibongan,Bgy,,,R,535,,,
83723003,Badiang,Bgy,,,R,487,,,
83723004,Batug,Bgy,,,R,405,,,
83723005,Buenavista,Bgy,,,R,"1,801",,,
83723006,Bukid,Bgy,,,R,538,,,
83723007,Burabod,Bgy,,,R,"1,011",,,
83723008,Buri,Bgy,,,R,496,,,
83723009,Kaglawaan,Bgy,,,R,"1,441",,,
83723010,Canhandugan,Bgy,,,R,"2,320",,,
83723011,Crossing Rubas,Bgy,,,R,"1,295",,,
83723012,Daro,Bgy,,,R,799,,,
83723013,Hiagsam,Bgy,,,R,"1,841",,,
83723014,Hibunawon,Bgy,,,R,517,,,
83723015,Hibucawan,Bgy,,,R,"1,026",,,
83723016,Kalinawan,Bgy,,,R,"1,062",,,
83723017,Likod,Bgy,,,R,395,,,
83723018,Macanip,Bgy,,,R,"1,749",,,
83723019,Macopa,Bgy,,,R,"1,354",,,
83723020,Mag-aso,Bgy,,,R,756,,,
83723021,Malobago,Bgy,,,R,774,,,
83723023,Olotan,Bgy,,,R,"1,419",,,
83723024,Pange,Bgy,,,R,572,,,
83723025,Parasan,Bgy,,,R,469,,,
83723026,Pitogo,Bgy,,,R,"1,202",,,
83723027,District I (Pob.),Bgy,,,R,"2,415",,,
83723028,District II (Pob.),Bgy,,,R,"1,530",,,
83723029,District III (Pob.),Bgy,,,R,"2,265",,,
83723030,District IV (Pob.),Bgy,,,R,"1,416",,,
83723031,Sagkahan,Bgy,,,R,504,,,
83723032,San Agustin,Bgy,,,R,"1,007",,,
83723033,San Pedro,Bgy,,,R,442,,,
83723034,San Roque,Bgy,,,R,839,,,
83723035,Santa Cruz,Bgy,,,R,"1,665",,,
83723036,Santo Niño,Bgy,,,R,706,,,
83723037,Sari-sari,Bgy,,,R,336,,,
83723038,Tinambacan,Bgy,,,R,"1,017",,,
83723039,Tuba,Bgy,,,R,780,,,
83723040,Uguiao,Bgy,,,R,"1,245",,,
83723041,Villagonzoilo (Villa Consuelo),Bgy,,,R,360,,,
83723042,Villa Paz,Bgy,,,R,225,,,
83723043,Bias Zabala,Bgy,,,R,449,,,
83723044,Atipolo,Bgy,,,R,261,,,
83723045,Canapuan,Bgy,,,R,632,,,
83723046,La Paz,Bgy,,,R,342,,,
83723047,Palanog,Bgy,,,R,328,,,
83724000,JAVIER (BUGHO),Mun,,4th*,,"25,379",,,
83724001,Abuyogay,Bgy,,,R,592,,,
83724002,Andres Bonifacio,Bgy,,,R,771,,,
83724003,Batug,Bgy,,,R,806,,,
83724004,Binulho,Bgy,,,R,"1,974",,,
83724005,Calzada,Bgy,,,R,695,,,
83724006,Cancayang,Bgy,,,R,782,,,
83724007,Caranhug,Bgy,,,R,789,,,
83724008,Caraye,Bgy,,,R,427,,,
83724009,Casalungan,Bgy,,,R,422,,,
83724010,Comatin,Bgy,,,R,"1,586",,,
83724011,Guindapunan,Bgy,,,R,150,,,
83724012,Inayupan,Bgy,,,R,783,,,
83724013,Laray,Bgy,,,R,854,,,
83724014,Magsaysay (Responde),Bgy,,,R,337,,,
83724015,Malitbogay,Bgy,,,R,"1,072",,,
83724016,Manarug,Bgy,,,R,325,,,
83724017,Manlilisid,Bgy,,,R,"1,693",,,
83724018,Naliwatan,Bgy,,,R,491,,,
83724019,Odiong,Bgy,,,R,"1,284",,,
83724020,Picas Norte,Bgy,,,R,575,,,
83724021,Pinocawan,Bgy,,,R,934,,,
83724022,Poblacion Zone 1,Bgy,,,R,"1,692",,,
83724023,Poblacion Zone 2,Bgy,,,R,"1,417",,,
83724024,Rizal,Bgy,,,R,"1,036",,,
83724026,Santa Cruz,Bgy,,,R,552,,,
83724027,Talisayan,Bgy,,,R,"1,065",,,
83724028,San Sotero (Tambis),Bgy,,,R,"1,456",,,
83724029,Ulhay,Bgy,,,R,819,,,
83725000,JULITA,Mun,,5th,,"15,114",,,
83725001,Alegria,Bgy,,,R,428,,,
83725002,Anibong,Bgy,,,R,842,,,
83725003,Aslum,Bgy,,,R,308,,,
83725004,Balante,Bgy,,,R,341,,,
83725005,Bongdo,Bgy,,,R,783,,,
83725006,Bonifacio,Bgy,,,R,479,,,
83725007,Bugho,Bgy,,,R,234,,,
83725008,Calbasag,Bgy,,,R,"1,156",,,
83725009,Caridad,Bgy,,,R,287,,,
83725010,Cuya-e,Bgy,,,R,641,,,
83725013,Dita,Bgy,,,R,"1,036",,,
83725014,Gitabla,Bgy,,,R,185,,,
83725015,Hindang,Bgy,,,R,631,,,
83725016,Inawangan,Bgy,,,R,340,,,
83725017,Jurao,Bgy,,,R,232,,,
83725018,Poblacion District I,Bgy,,,R,568,,,
83725019,Poblacion District II,Bgy,,,R,"1,001",,,
83725020,Poblacion District III,Bgy,,,R,782,,,
83725021,Poblacion District IV,Bgy,,,R,"1,085",,,
83725022,San Andres,Bgy,,,R,404,,,
83725023,San Pablo,Bgy,,,R,331,,,
83725024,Santa Cruz,Bgy,,,R,672,,,
83725025,Santo Niño,Bgy,,,R,"1,163",,,
83725026,Tagkip,Bgy,,,R,177,,,
83725027,Tolosahay,Bgy,,,R,402,,,
83725028,Villa Hermosa,Bgy,,,R,606,,,
83726000,KANANGA,Mun,,1st,,"56,575",,,
83726001,Aguiting,Bgy,,,R,"2,056",,,
83726002,Cacao,Bgy,,,R,"1,129",,,
83726003,Kawayan,Bgy,,,R,966,,,
83726004,Hiluctogan,Bgy,,,R,"1,994",,,
83726005,Libertad,Bgy,,,R,"1,776",,,
83726006,Libongao,Bgy,,,R,"3,177",,,
83726007,Lim-ao,Bgy,,,R,"2,953",,,
83726008,Lonoy,Bgy,,,R,"2,744",,,
83726009,Mahawan,Bgy,,,R,929,,,
83726010,Masarayao,Bgy,,,R,"2,978",,,
83726011,Monte Alegre,Bgy,,,R,"2,556",,,
83726012,Monte Bello,Bgy,,,U,"2,512",,,
83726013,Naghalin,Bgy,,,R,"3,182",,,
83726014,Natubgan,Bgy,,,R,"2,833",,,
83726015,Poblacion,Bgy,,,U,"9,197",,,
83726016,Rizal,Bgy,,,U,"4,379",,,
83726017,San Ignacio,Bgy,,,R,454,,,
83726018,San Isidro,Bgy,,,R,"1,266",,,
83726019,Santo Domingo,Bgy,,,R,531,,,
83726020,Santo Niño,Bgy,,,R,"1,596",,,
83726021,Tagaytay,Bgy,,,R,"2,335",,,
83726022,Tongonan,Bgy,,,U,"1,678",,,
83726023,Tugbong,Bgy,,,R,"3,354",,,
83728000,LA PAZ,Mun,,5th*,,"19,998",,,
83728001,Bagacay East,Bgy,,,R,607,,,
83728002,Bagacay West,Bgy,,,R,240,,,
83728003,Bongtod,Bgy,,,R,453,,,
83728004,Bocawon,Bgy,,,R,230,,,
83728005,Buracan,Bgy,,,R,624,,,
83728006,Caabangan,Bgy,,,R,256,,,
83728007,Cacao,Bgy,,,R,259,,,
83728008,Cagngaran,Bgy,,,R,274,,,
83728009,Calabnian,Bgy,,,R,260,,,
83728010,Calaghusan,Bgy,,,R,355,,,
83728011,Caltayan,Bgy,,,R,388,,,
83728012,Canbañez,Bgy,,,R,558,,,
83728013,Cogon,Bgy,,,R,355,,,
83728014,Duyog,Bgy,,,R,819,,,
83728015,Gimenarat East,Bgy,,,R,519,,,
83728016,Gimenarat West,Bgy,,,R,425,,,
83728017,Limba,Bgy,,,R,805,,,
83728018,Lubi-lubi,Bgy,,,R,562,,,
83728019,Luneta,Bgy,,,R,"1,573",,,
83728020,Mag-aso,Bgy,,,R,722,,,
83728021,Moroboro,Bgy,,,R,331,,,
83728022,Pansud,Bgy,,,R,331,,,
83728023,Pawa,Bgy,,,R,525,,,
83728024,Piliway,Bgy,,,R,304,,,
83728025,Poblacion District 1,Bgy,,,R,743,,,
83728026,Poblacion District 2,Bgy,,,R,832,,,
83728027,Poblacion District 3,Bgy,,,R,"1,227",,,
83728028,Poblacion District 4,Bgy,,,R,"1,137",,,
83728029,Quiong,Bgy,,,R,380,,,
83728030,Rizal,Bgy,,,R,596,,,
83728031,San Victoray,Bgy,,,R,465,,,
83728032,Santa Ana,Bgy,,,R,"1,286",,,
83728033,Santa Elena,Bgy,,,R,885,,,
83728034,Tabang,Bgy,,,R,252,,,
83728035,Tarugan,Bgy,,,R,420,,,
83729000,LEYTE,Mun,,4th*,,"40,639",,,
83729001,Bachao,Bgy,,,R,"1,377",,,
83729002,Baco,Bgy,,,R,"1,103",,,
83729003,Bagaba-o,Bgy,,,R,574,,,
83729004,Basud,Bgy,,,R,192,,,
83729005,Belen,Bgy,,,R,"1,818",,,
83729006,Burabod,Bgy,,,R,777,,,
83729007,Calaguise,Bgy,,,R,"1,254",,,
83729008,Consuegra,Bgy,,,R,"3,331",,,
83729009,Culasi,Bgy,,,R,"1,120",,,
83729010,Danus,Bgy,,,R,823,,,
83729011,Elizabeth,Bgy,,,R,534,,,
83729012,Kawayan,Bgy,,,R,"1,232",,,
83729013,Libas,Bgy,,,R,"2,150",,,
83729014,Maanda,Bgy,,,R,638,,,
83729015,Macupa,Bgy,,,R,"2,483",,,
83729016,Mataloto,Bgy,,,R,497,,,
83729017,Palarao,Bgy,,,R,"2,751",,,
83729018,Palid I (Ilawod),Bgy,,,R,"1,831",,,
83729019,Palid II (Iraya),Bgy,,,R,792,,,
83729020,Parasan,Bgy,,,R,503,,,
83729021,Poblacion,Bgy,,,U,"5,446",,,
83729022,Salog,Bgy,,,R,"1,196",,,
83729023,Sambulawan,Bgy,,,R,"1,059",,,
83729024,Tag-abaca,Bgy,,,R,469,,,
83729025,Tapol,Bgy,,,R,574,,,
83729026,Tigbawan,Bgy,,,R,"1,454",,,
83729027,Tinocdugan,Bgy,,,R,819,,,
83729028,Toctoc,Bgy,,,R,"1,307",,,
83729029,Ugbon,Bgy,,,R,"1,185",,,
83729030,Wague,Bgy,,,R,"1,350",,,
83730000,MACARTHUR,Mun,,5th*,,"21,211",,,
83730001,Batug,Bgy,,,R,542,,,
83730002,Burabod,Bgy,,,R,338,,,
83730004,Capudlosan,Bgy,,,R,522,,,
83730005,Casuntingan,Bgy,,,R,"1,270",,,
83730006,Causwagan,Bgy,,,R,543,,,
83730007,Danao,Bgy,,,R,"1,286",,,
83730008,General Luna,Bgy,,,R,741,,,
83730009,Kiling,Bgy,,,R,238,,,
83730010,Lanawan,Bgy,,,R,314,,,
83730011,Liwayway,Bgy,,,R,"1,268",,,
83730012,Maya,Bgy,,,R,633,,,
83730013,Oguisan,Bgy,,,R,156,,,
83730014,Osmeña,Bgy,,,R,713,,,
83730015,Palale 1,Bgy,,,R,769,,,
83730016,Palale 2,Bgy,,,R,"1,054",,,
83730017,Poblacion District 1,Bgy,,,R,845,,,
83730018,Poblacion District 2,Bgy,,,R,"1,255",,,
83730019,Poblacion District 3,Bgy,,,R,847,,,
83730020,Pongon,Bgy,,,R,637,,,
83730021,Quezon,Bgy,,,R,326,,,
83730022,Romualdez,Bgy,,,R,692,,,
83730023,Salvacion,Bgy,,,R,194,,,
83730024,San Antonio,Bgy,,,R,532,,,
83730025,San Isidro,Bgy,,,R,848,,,
83730026,San Pedro,Bgy,,,R,626,,,
83730027,San Vicente,Bgy,,,R,131,,,
83730028,Santa Isabel,Bgy,,,R,708,,,
83730029,Tinawan,Bgy,,,R,934,,,
83730030,Tuyo,Bgy,,,R,"1,445",,,
83730031,Doña Josefa,Bgy,,,R,300,,,
83730032,Villa Imelda,Bgy,,,R,504,,,
83731000,MAHAPLAG,Mun,,4th,,"27,823",,,
83731001,Campin,Bgy,,,R,"1,729",,,
83731002,Cuatro De Agosto,Bgy,,,R,881,,,
83731003,Hilusig,Bgy,,,R,"1,489",,,
83731004,Himamara,Bgy,,,R,"1,248",,,
83731005,Hinaguimitan,Bgy,,,R,386,,,
83731006,Liberacion,Bgy,,,R,340,,,
83731007,Mabuhay,Bgy,,,R,740,,,
83731008,Mabunga,Bgy,,,R,487,,,
83731009,Magsuganao,Bgy,,,R,157,,,
83731010,Mahayag,Bgy,,,R,908,,,
83731011,Mahayahay,Bgy,,,R,840,,,
83731012,Malinao,Bgy,,,R,"1,787",,,
83731013,Malipoon,Bgy,,,R,185,,,
83731014,Palañogan,Bgy,,,R,918,,,
83731015,Paril,Bgy,,,R,422,,,
83731016,Pinamonoan,Bgy,,,R,"1,121",,,
83731017,Poblacion,Bgy,,,R,"3,909",,,
83731018,Polahongon,Bgy,,,R,"2,928",,,
83731019,San Isidro,Bgy,,,R,"1,463",,,
83731020,San Juan,Bgy,,,R,445,,,
83731021,Santa Cruz,Bgy,,,R,326,,,
83731022,Tagaytay,Bgy,,,R,384,,,
83731023,Uguis,Bgy,,,R,769,,,
83731024,Union,Bgy,,,R,"1,599",,,
83731025,Upper Mahaplag,Bgy,,,R,"1,371",,,
83731026,Hiluctogan,Bgy,,,R,567,,,
83731027,Maligaya,Bgy,,,R,213,,,
83731028,Santo Niño,Bgy,,,R,211,,,
83733000,MATAG-OB,Mun,,4th,,"18,373",,,
83733001,Balagtas,Bgy,,,R,"2,045",,,
83733002,Bulak,Bgy,,,R,570,,,
83733003,Cambadbad,Bgy,,,R,534,,,
83733004,Candelaria,Bgy,,,R,789,,,
83733005,Cansoso,Bgy,,,R,692,,,
83733006,Mansahaon,Bgy,,,R,923,,,
83733007,Masaba,Bgy,,,R,397,,,
83733008,Naulayan,Bgy,,,R,580,,,
83733009,Bonoy (Pob.),Bgy,,,R,599,,,
83733010,Mansalip (Pob.),Bgy,,,R,"1,253",,,
83733011,Riverside (Pob.),Bgy,,,R,836,,,
83733012,Talisay (Pob.),Bgy,,,R,632,,,
83733013,San Dionisio,Bgy,,,R,330,,,
83733014,San Marcelino,Bgy,,,R,840,,,
83733015,San Sebastian,Bgy,,,R,880,,,
83733016,San Vicente,Bgy,,,R,"1,989",,,
83733017,Santa Rosa,Bgy,,,R,"1,378",,,
83733018,Santo Rosario,Bgy,,,R,"1,741",,,
83733019,Imelda,Bgy,,,R,437,,,
83733020,Malazarte,Bgy,,,R,258,,,
83733021,San Guillermo,Bgy,,,R,670,,,
83734000,MATALOM,Mun,,3rd,,"33,121",,,
83734001,Agbanga,Bgy,,,R,"1,216",,,
83734002,Altavista,Bgy,,,R,776,,,
83734004,Cahagnaan,Bgy,,,R,"2,016",,,
83734005,Calumpang,Bgy,,,R,"1,071",,,
83734006,Caningag,Bgy,,,R,283,,,
83734007,Caridad Norte,Bgy,,,R,"1,325",,,
83734008,Caridad Sur,Bgy,,,R,"1,186",,,
83734009,Elevado,Bgy,,,R,"1,714",,,
83734010,Esperanza,Bgy,,,R,876,,,
83734011,Hitoog,Bgy,,,R,752,,,
83734012,Itum,Bgy,,,R,"1,092",,,
83734013,Lowan,Bgy,,,R,476,,,
83734014,Monte Alegre,Bgy,,,R,649,,,
83734016,San Isidro (Pob.),Bgy,,,R,839,,,
83734017,San Pedro (Pob.),Bgy,,,R,987,,,
83734018,Santo Niño (Pob.),Bgy,,,R,"1,190",,,
83734019,President Garcia,Bgy,,,R,"1,189",,,
83734020,Punong,Bgy,,,R,997,,,
83734021,San Juan,Bgy,,,R,738,,,
83734022,San Salvador,Bgy,,,R,"1,348",,,
83734023,San Vicente,Bgy,,,R,496,,,
83734024,Santa Fe,Bgy,,,R,"2,531",,,
83734025,Santa Paz,Bgy,,,R,"1,724",,,
83734026,Tag-os,Bgy,,,R,"1,446",,,
83734027,Templanza,Bgy,,,R,"1,328",,,
83734028,Tigbao,Bgy,,,R,"1,130",,,
83734029,Waterloo,Bgy,,,R,522,,,
83734030,Zaragoza,Bgy,,,R,"1,721",,,
83734031,Bagong Lipunan,Bgy,,,R,845,,,
83734032,Taglibas Imelda,Bgy,,,R,658,,,
83735000,MAYORGA,Mun,,5th*,,"17,161",,,
83735001,A. Bonifacio,Bgy,,,R,"1,131",,,
83735002,Mabini,Bgy,,,R,"1,020",,,
83735003,Burgos,Bgy,,,R,665,,,
83735004,Calipayan,Bgy,,,R,696,,,
83735005,Camansi,Bgy,,,R,520,,,
83735006,General Antonio Luna,Bgy,,,R,"1,037",,,
83735007,Liberty,Bgy,,,R,"1,144",,,
83735008,Ormocay,Bgy,,,R,901,,,
83735009,Poblacion Zone 1,Bgy,,,R,"1,254",,,
83735010,Poblacion Zone 2,Bgy,,,R,"1,287",,,
83735011,Poblacion Zone 3,Bgy,,,R,963,,,
83735012,San Roque,Bgy,,,R,"2,192",,,
83735013,Santa Cruz,Bgy,,,R,664,,,
83735014,Talisay,Bgy,,,R,887,,,
83735015,Union,Bgy,,,R,"2,097",,,
83735016,Wilson,Bgy,,,R,703,,,
83736000,MERIDA,Mun,,5th,,"29,863",,,
83736001,Binabaye,Bgy,,,R,"1,253",,,
83736002,Cabaliwan,Bgy,,,R,912,,,
83736003,Calunangan,Bgy,,,R,"1,076",,,
83736004,Calunasan,Bgy,,,R,758,,,
83736005,Cambalong,Bgy,,,R,785,,,
83736007,Can-unzo,Bgy,,,R,"1,096",,,
83736008,Canbantug,Bgy,,,R,"1,149",,,
83736009,Casilda,Bgy,,,R,"2,074",,,
83736010,Lamanoc,Bgy,,,R,"2,285",,,
83736011,Libas,Bgy,,,R,"2,204",,,
83736012,Libjo,Bgy,,,R,"1,483",,,
83736013,Lundag,Bgy,,,R,675,,,
83736014,Mahalit,Bgy,,,R,"1,310",,,
83736015,Mahayag,Bgy,,,R,705,,,
83736016,Masumbang,Bgy,,,R,720,,,
83736017,Poblacion,Bgy,,,R,"3,990",,,
83736018,Puerto Bello,Bgy,,,R,"4,102",,,
83736019,San Isidro,Bgy,,,R,708,,,
83736020,San Jose,Bgy,,,R,493,,,
83736021,Macario,Bgy,,,R,"1,071",,,
83736022,Tubod,Bgy,,,R,459,,,
83736023,Mat-e,Bgy,,,R,555,,,
83738000,ORMOC CITY,City,ICC,1st,,"215,031",,,
83738001,Alegria,Bgy,,,U,"1,426",,,
83738002,Bagong,Bgy,,,R,747,,,
83738003,Labrador (Balion),Bgy,,,R,"1,961",,,
83738004,Bantigue,Bgy,,,R,"2,946",,,
83738005,Batuan,Bgy,,,R,632,,,
83738006,Biliboy,Bgy,,,R,730,,,
83738007,Borok,Bgy,,,R,"2,262",,,
83738009,Cabaon-an,Bgy,,,R,446,,,
83738010,Cabulihan,Bgy,,,R,"2,095",,,
83738011,Cagbuhangin,Bgy,,,R,"1,770",,,
83738012,Can-adieng,Bgy,,,U,"2,419",,,
83738013,Can-untog,Bgy,,,R,"2,908",,,
83738015,Catmon,Bgy,,,R,"1,007",,,
83738016,Cogon Combado,Bgy,,,U,"6,772",,,
83738017,Concepcion,Bgy,,,R,"2,557",,,
83738018,Curva,Bgy,,,R,"3,553",,,
83738019,Danao,Bgy,,,R,"1,585",,,
83738020,Dayhagan,Bgy,,,R,"1,835",,,
83738021,Barangay 1 (Pob.),Bgy,,,R,171,,,
83738022,Barangay 10 (Pob.),Bgy,,,R,452,,,
83738023,Barangay 11 (Pob.),Bgy,,,U,361,,,
83738024,Barangay 12 (Pob.),Bgy,,,U,181,,,
83738025,Barangay 13 (Pob.),Bgy,,,R,338,,,
