Code,Name,Geographic Level,City Class,Income Classification,Urban / Rural(based on 2015 POPCEN),POPULATION(2015 POPCEN),Notes,Capital,Old Name
13313001,Alipang,Bgy,,,R,952,,,
13313002,Ambangonan,Bgy,,,R,581,,,
13313003,Amlang,Bgy,,,R,"2,084",,,
13313004,Bacani,Bgy,,,R,"1,359",,,
13313005,Bangar,Bgy,,,R,658,,,
13313006,Bani,Bgy,,,R,"1,654",,,
13313007,Benteng-Sapilang,Bgy,,,R,"1,263",,,
13313008,Cadumanian,Bgy,,,R,"1,019",,,
13313009,Camp One,Bgy,,,U,"3,213",,,
13313010,Carunuan East,Bgy,,,R,"1,474",,,
13313011,Carunuan West,Bgy,,,R,"1,498",,,
13313012,Casilagan,Bgy,,,R,667,,,
13313013,Cataguingtingan,Bgy,,,R,"2,554",,,
13313014,Concepcion,Bgy,,,U,"3,274",,,
13313015,Damortis,Bgy,,,U,"2,513",,,
13313016,Gumot-Nagcolaran,Bgy,,,R,"1,958",,,
13313017,Inabaan Norte,Bgy,,,R,"1,873",,,
13313018,Inabaan Sur,Bgy,,,R,"1,481",,,
13313019,Nagtagaan,Bgy,,,R,"1,919",,,
13313020,Nangcamotian,Bgy,,,R,742,,,
13313021,Parasapas,Bgy,,,R,"1,798",,,
13313022,Poblacion East,Bgy,,,U,"2,180",,,
13313023,Poblacion West,Bgy,,,R,"1,867",,,
13313024,Puzon,Bgy,,,R,836,,,
13313026,Rabon,Bgy,,,U,"1,035",,,
13313027,San Jose,Bgy,,,R,590,,,
13313028,Marcos,Bgy,,,R,"1,398",,,
13313029,Subusub,Bgy,,,R,"2,621",,,
13313030,Tabtabungao,Bgy,,,R,"2,847",,,
13313031,Tanglag,Bgy,,,R,743,,,
13313032,Tay-ac,Bgy,,,U,"2,672",,,
13313033,Udiao,Bgy,,,U,"2,592",,,
13313034,Vila,Bgy,,,R,"1,543",,,
13314000,CITY OF SAN FERNANDO,City,CC,3rd,,"121,812",,Yes,
13314001,Abut,Bgy,,,R,543,,,
13314002,Apaleng,Bgy,,,R,454,,,
13314003,Bacsil,Bgy,,,R,568,,,
13314004,Bangbangolan,Bgy,,,R,593,,,
13314005,Bangcusay,Bgy,,,R,"1,402",,,
13314006,Barangay I (Pob.),Bgy,,,U,"2,216",,,
13314007,Barangay II (Pob.),Bgy,,,U,487,,,
13314008,Barangay III (Pob.),Bgy,,,U,383,,,
13314009,Barangay IV (Pob.),Bgy,,,U,695,,,
13314010,Baraoas,Bgy,,,R,"1,019",,,
13314011,Bato,Bgy,,,R,"1,046",,,
13314012,Biday,Bgy,,,U,"3,967",,,
13314013,Birunget,Bgy,,,R,539,,,
13314014,Bungro,Bgy,,,R,"1,467",,,
13314015,Cabaroan (Negro),Bgy,,,R,"3,288",,,
13314016,Cabarsican,Bgy,,,R,426,,,
13314017,Cadaclan,Bgy,,,R,"1,547",,,
13314018,Calabugao,Bgy,,,R,437,,,
13314019,Camansi,Bgy,,,R,930,,,
13314020,Canaoay,Bgy,,,R,"1,647",,,
13314021,Carlatan,Bgy,,,U,"2,461",,,
13314022,Catbangen,Bgy,,,U,"9,781",,,
13314023,Dallangayan Este,Bgy,,,R,"1,315",,,
13314024,Dallangayan Oeste,Bgy,,,R,"2,218",,,
13314025,Dalumpinas Este,Bgy,,,R,"1,455",,,
13314026,Dalumpinas Oeste,Bgy,,,R,"1,587",,,
13314027,Ilocanos Norte,Bgy,,,U,"1,368",,,
13314028,Ilocanos Sur,Bgy,,,U,"2,755",,,
13314029,Langcuas,Bgy,,,R,"1,825",,,
13314030,Lingsat,Bgy,,,U,"7,286",,,
13314031,Madayegdeg,Bgy,,,U,"1,762",,,
13314032,Mameltac,Bgy,,,R,"1,483",,,
13314033,Masicong,Bgy,,,R,498,,,
13314034,Nagyubuyuban,Bgy,,,R,"1,329",,,
13314035,Namtutan,Bgy,,,R,808,,,
13314036,Narra Este,Bgy,,,R,491,,,
13314037,Narra Oeste,Bgy,,,R,700,,,
13314039,Pacpaco,Bgy,,,R,931,,,
13314040,Pagdalagan,Bgy,,,U,"3,311",,,
13314041,Pagdaraoan,Bgy,,,U,"2,711",,,
13314042,Pagudpud,Bgy,,,R,"2,210",,,
13314043,Pao Norte,Bgy,,,R,630,,,
13314044,Pao Sur,Bgy,,,R,399,,,
13314045,Parian,Bgy,,,U,"3,650",,,
13314046,Pias,Bgy,,,R,"1,397",,,
13314047,Poro,Bgy,,,U,"6,711",,,
13314048,Puspus,Bgy,,,R,480,,,
13314049,Sacyud,Bgy,,,R,629,,,
13314050,Sagayad,Bgy,,,R,"2,861",,,
13314051,San Agustin,Bgy,,,U,"2,204",,,
13314052,San Francisco,Bgy,,,R,"3,432",,,
13314053,San Vicente,Bgy,,,R,"2,471",,,
13314054,Santiago Norte,Bgy,,,R,"3,928",,,
13314055,Santiago Sur,Bgy,,,R,"1,808",,,
13314056,Saoay,Bgy,,,R,841,,,
13314057,Sevilla,Bgy,,,U,"11,470",,,
13314058,Siboan-Otong,Bgy,,,R,878,,,
13314059,Tanqui,Bgy,,,U,"5,010",,,
13314060,Tanquigan,Bgy,,,R,"1,074",,,
13315000,SAN GABRIEL,Mun,,4th,,"18,172",,,
13315002,Amontoc,Bgy,,,R,"2,023",,,
13315003,Apayao,Bgy,,,R,943,,,
13315004,Balbalayang,Bgy,,,R,695,,,
13315006,Bayabas,Bgy,,,R,494,,,
13315007,Bucao,Bgy,,,R,"1,908",,,
13315008,Bumbuneg,Bgy,,,R,"2,431",,,
13315012,Lacong,Bgy,,,R,"1,609",,,
13315013,Lipay Este,Bgy,,,R,527,,,
13315014,Lipay Norte,Bgy,,,R,677,,,
13315015,Lipay Proper,Bgy,,,R,413,,,
13315016,Lipay Sur,Bgy,,,R,821,,,
13315017,Lon-oy,Bgy,,,R,760,,,
13315019,Poblacion,Bgy,,,R,"2,919",,,
13315020,Polipol,Bgy,,,R,940,,,
13315021,Daking,Bgy,,,R,"1,012",,,
13316000,SAN JUAN,Mun,,2nd,,"37,188",,,
13316001,Allangigan,Bgy,,,R,194,,,
13316002,Aludaid,Bgy,,,R,670,,,
13316003,Bacsayan,Bgy,,,R,880,,,
13316004,Balballosa,Bgy,,,R,500,,,
13316005,Bambanay,Bgy,,,R,541,,,
13316006,Bugbugcao,Bgy,,,R,678,,,
13316007,Caarusipan,Bgy,,,R,320,,,
13316008,Cabaroan,Bgy,,,R,"1,420",,,
13316009,Cabugnayan,Bgy,,,R,861,,,
13316010,Cacapian,Bgy,,,R,"1,174",,,
13316011,Caculangan,Bgy,,,R,414,,,
13316012,Calincamasan,Bgy,,,R,"1,026",,,
13316013,Casilagan,Bgy,,,R,851,,,
13316014,Catdongan,Bgy,,,R,473,,,
13316015,Dangdangla,Bgy,,,R,907,,,
13316016,Dasay,Bgy,,,R,709,,,
13316017,Dinanum,Bgy,,,R,798,,,
13316018,Duplas,Bgy,,,R,652,,,
13316019,Guinguinabang,Bgy,,,R,573,,,
13316020,Ili Norte (Pob.),Bgy,,,U,"2,598",,,
13316021,Ili Sur (Pob.),Bgy,,,U,"2,520",,,
13316022,Legleg,Bgy,,,R,558,,,
13316023,Lubing,Bgy,,,R,904,,,
13316024,Nadsaag,Bgy,,,R,797,,,
13316025,Nagsabaran,Bgy,,,R,598,,,
13316026,Naguirangan,Bgy,,,R,695,,,
13316027,Naguituban,Bgy,,,R,"1,225",,,
13316028,Nagyubuyuban,Bgy,,,R,427,,,
13316029,Oaquing,Bgy,,,R,321,,,
13316030,Pacpacac,Bgy,,,R,509,,,
13316031,Pagdildilan,Bgy,,,R,507,,,
13316032,Panicsican,Bgy,,,R,"1,344",,,
13316033,Quidem,Bgy,,,R,215,,,
13316035,San Felipe,Bgy,,,R,"1,360",,,
13316036,Santa Rosa,Bgy,,,R,462,,,
13316037,Santo Rosario,Bgy,,,R,754,,,
13316038,Saracat,Bgy,,,R,560,,,
13316039,Sinapangan,Bgy,,,R,553,,,
13316040,Taboc,Bgy,,,U,"2,871",,,
13316041,Talogtog,Bgy,,,R,"1,790",,,
13316042,Urbiztondo,Bgy,,,U,"1,979",,,
13317000,SANTO TOMAS,Mun,,4th,,"39,092",,,
13317001,Ambitacay,Bgy,,,R,687,,,
13317002,Bail,Bgy,,,R,"2,397",,,
13317003,Balaoc,Bgy,,,R,"1,344",,,
13317004,Balsaan,Bgy,,,R,872,,,
13317005,Baybay,Bgy,,,R,"1,379",,,
13317006,Cabaruan,Bgy,,,R,"1,372",,,
13317007,Casantaan,Bgy,,,R,"2,137",,,
13317008,Casilagan,Bgy,,,R,"1,568",,,
13317009,Cupang,Bgy,,,R,"1,484",,,
13317010,Damortis,Bgy,,,R,"2,750",,,
13317011,Fernando,Bgy,,,R,"1,359",,,
13317012,Linong,Bgy,,,R,805,,,
13317013,Lomboy,Bgy,,,R,"1,350",,,
13317014,Malabago,Bgy,,,R,534,,,
13317015,Namboongan,Bgy,,,R,"2,480",,,
13317016,Namonitan,Bgy,,,R,"2,152",,,
13317017,Narvacan,Bgy,,,R,594,,,
13317018,Patac,Bgy,,,R,"3,149",,,
13317019,Poblacion,Bgy,,,R,"1,938",,,
13317020,Pongpong,Bgy,,,R,"1,573",,,
13317021,Raois,Bgy,,,R,"1,077",,,
13317022,Tubod,Bgy,,,R,"2,892",,,
13317023,Tococ,Bgy,,,R,"1,269",,,
13317024,Ubagan,Bgy,,,R,"1,930",,,
13318000,SANTOL,Mun,,4th,,"12,476",,,
13318002,Corrooy,Bgy,,,R,"2,169",,,
13318003,Lettac Norte,Bgy,,,R,"1,125",,,
13318004,Lettac Sur,Bgy,,,R,"1,152",,,
13318005,Mangaan,Bgy,,,R,"1,141",,,
13318008,Paagan,Bgy,,,R,"1,431",,,
13318010,Poblacion,Bgy,,,R,"1,582",,,
13318011,Puguil,Bgy,,,R,"1,056",,,
13318012,Ramot,Bgy,,,R,728,,,
13318013,Sapdaan,Bgy,,,R,395,,,
13318014,Sasaba,Bgy,,,R,878,,,
13318015,Tubaday,Bgy,,,R,819,,,
13319000,SUDIPEN,Mun,,4th,,"17,056",,,
13319001,Bigbiga,Bgy,,,R,"1,080",,,
13319002,Castro,Bgy,,,R,"1,550",,,
13319003,Duplas,Bgy,,,R,973,,,
13319004,Ipet,Bgy,,,R,"1,638",,,
13319005,Ilocano,Bgy,,,R,833,,,
13319006,Maliclico,Bgy,,,R,833,,,
13319007,Old Central,Bgy,,,R,"1,361",,,
13319008,Namaltugan,Bgy,,,R,"1,021",,,
13319010,Poblacion,Bgy,,,R,"1,240",,,
13319011,Porporiket,Bgy,,,R,900,,,
13319013,San Francisco Norte,Bgy,,,R,524,,,
13319014,San Francisco Sur,Bgy,,,R,847,,,
13319015,San Jose,Bgy,,,R,871,,,
13319017,Sengngat,Bgy,,,R,"1,357",,,
13319018,Turod,Bgy,,,R,879,,,
13319019,Up-uplas,Bgy,,,R,537,,,
13319020,Bulalaan,Bgy,,,R,612,,,
13320000,TUBAO,Mun,,4th,,"28,729",,,
13320001,Amallapay,Bgy,,,R,"1,975",,,
13320002,Anduyan,Bgy,,,R,"1,896",,,
13320003,Caoigue,Bgy,,,R,"1,223",,,
13320004,Francia Sur,Bgy,,,R,"1,443",,,
13320005,Francia West,Bgy,,,R,"1,669",,,
13320006,Garcia,Bgy,,,R,"1,610",,,
13320007,Gonzales,Bgy,,,R,"1,735",,,
13320008,Halog East,Bgy,,,R,921,,,
13320009,Halog West,Bgy,,,R,"1,437",,,
13320010,Leones East,Bgy,,,R,"1,519",,,
13320011,Leones West,Bgy,,,R,"1,459",,,
13320012,Linapew,Bgy,,,R,"1,388",,,
13320015,Magsaysay,Bgy,,,R,"1,565",,,
13320016,Pideg,Bgy,,,R,"1,586",,,
13320017,Poblacion,Bgy,,,R,731,,,
13320018,Rizal,Bgy,,,R,"1,451",,,
13320019,Santa Teresa,Bgy,,,R,"1,618",,,
13320020,Lloren,Bgy,,,R,"3,503",,,
15500000,PANGASINAN,Prov,,1st,,"2,956,726",,,
15501000,AGNO,Mun,,3rd,,"28,052",,,
15501001,Allabon,Bgy,,,R,661,,,
15501002,Aloleng,Bgy,,,R,"2,560",,,
15501003,Bangan-Oda,Bgy,,,R,"3,771",,,
15501004,Baruan,Bgy,,,R,"1,664",,,
15501005,Boboy,Bgy,,,R,"3,311",,,
15501006,Cayungnan,Bgy,,,R,"2,119",,,
15501007,Dangley,Bgy,,,R,586,,,
15501009,Gayusan,Bgy,,,R,"1,416",,,
15501010,Macaboboni,Bgy,,,R,"2,428",,,
15501011,Magsaysay,Bgy,,,R,"1,155",,,
15501012,Namatucan,Bgy,,,R,"1,234",,,
15501013,Patar,Bgy,,,R,"1,020",,,
15501014,Poblacion East,Bgy,,,R,"1,521",,,
15501015,Poblacion West,Bgy,,,R,"1,190",,,
15501016,San Juan,Bgy,,,R,"1,220",,,
15501017,Tupa,Bgy,,,R,"1,228",,,
15501018,Viga,Bgy,,,R,968,,,
15502000,AGUILAR,Mun,,3rd,,"41,463",,,
15502002,Bayaoas,Bgy,,,R,"2,048",,,
15502003,Baybay,Bgy,,,R,"3,455",,,
15502004,Bocacliw,Bgy,,,R,"2,951",,,
15502006,Bocboc East,Bgy,,,R,"2,538",,,
15502007,Bocboc West,Bgy,,,R,"1,812",,,
15502008,Buer,Bgy,,,R,"3,245",,,
15502009,Calsib,Bgy,,,R,"2,609",,,
15502010,Ninoy,Bgy,,,R,"3,810",,,
15502011,Poblacion,Bgy,,,R,"3,505",,,
15502012,Pogomboa,Bgy,,,R,"1,860",,,
15502013,Pogonsili,Bgy,,,R,"2,540",,,
15502014,San Jose,Bgy,,,R,"2,585",,,
15502016,Tampac,Bgy,,,R,"2,193",,,
15502017,Laoag,Bgy,,,R,"3,413",,,
15502018,Manlocboc,Bgy,,,R,"1,273",,,
15502019,Panacol,Bgy,,,R,"1,626",,,
15503000,CITY OF ALAMINOS,City,CC,4th,,"89,708",,,
15503001,Alos,Bgy,,,R,"2,077",,,
15503002,Amandiego,Bgy,,,R,"1,575",,,
15503003,Amangbangan,Bgy,,,R,"1,238",,,
15503004,Balangobong,Bgy,,,R,"1,891",,,
15503005,Balayang,Bgy,,,R,"1,193",,,
15503006,Bisocol,Bgy,,,R,"1,645",,,
15503007,Bolaney,Bgy,,,R,"2,331",,,
15503008,Baleyadaan,Bgy,,,R,"1,807",,,
15503009,Bued,Bgy,,,R,"3,197",,,
15503010,Cabatuan,Bgy,,,R,"1,857",,,
15503011,Cayucay,Bgy,,,R,"1,649",,,
15503012,Dulacac,Bgy,,,R,"1,293",,,
15503013,Inerangan,Bgy,,,R,"1,858",,,
15503014,Linmansangan,Bgy,,,R,"1,342",,,
15503015,Lucap,Bgy,,,U,"5,714",,,
15503016,Macatiw,Bgy,,,R,985,,,
15503017,Magsaysay,Bgy,,,R,"3,237",,,
15503018,Mona,Bgy,,,R,"1,857",,,
15503019,Palamis,Bgy,,,U,"4,484",,,
15503020,Pangapisan,Bgy,,,R,"2,734",,,
15503021,Poblacion,Bgy,,,U,"10,302",,,
15503022,Pocalpocal,Bgy,,,R,"2,270",,,
15503023,Pogo,Bgy,,,R,"2,248",,,
15503024,Polo,Bgy,,,R,"2,354",,,
15503025,Quibuar,Bgy,,,R,"1,648",,,
15503026,Sabangan,Bgy,,,R,"1,960",,,
15503029,San Jose,Bgy,,,R,"1,646",,,
15503030,San Roque,Bgy,,,R,"2,367",,,
15503031,San Vicente,Bgy,,,R,"3,757",,,
15503032,Santa Maria,Bgy,,,R,"1,327",,,
15503033,Tanaytay,Bgy,,,R,"1,645",,,
15503034,Tangcarang,Bgy,,,R,"2,300",,,
15503035,Tawintawin,Bgy,,,R,"1,564",,,
15503036,Telbang,Bgy,,,R,"3,488",,,
15503037,Victoria,Bgy,,,R,"2,345",,,
15503038,Landoc,Bgy,,,R,688,,,
15503039,Maawi,Bgy,,,R,"1,294",,,
15503040,Pandan,Bgy,,,R,"1,398",,,
15503041,San Antonio (R. Magsaysay),Bgy,,,R,"1,143",,,
15504000,ALCALA,Mun,,3rd,,"43,402",,,
15504001,Anulid,Bgy,,,R,"2,322",,,
15504003,Atainan,Bgy,,,R,"1,532",,,
15504004,Bersamin,Bgy,,,R,"3,498",,,
15504005,Canarvacanan,Bgy,,,R,"1,767",,,
15504006,Caranglaan,Bgy,,,R,"1,131",,,
15504007,Curareng,Bgy,,,R,718,,,
15504008,Gualsic,Bgy,,,R,"1,535",,,
15504009,Kasikis,Bgy,,,R,"3,170",,,
15504010,Laoac,Bgy,,,R,"2,911",,,
15504011,Macayo,Bgy,,,R,"1,908",,,
15504012,Pindangan Centro,Bgy,,,R,"1,658",,,
15504013,Pindangan East,Bgy,,,R,"1,688",,,
15504014,Pindangan West,Bgy,,,R,"1,337",,,
15504015,Poblacion East,Bgy,,,R,"1,438",,,
15504016,Poblacion West,Bgy,,,R,"1,724",,,
15504017,San Juan,Bgy,,,R,"2,004",,,
15504018,San Nicolas,Bgy,,,R,679,,,
15504019,San Pedro Apartado,Bgy,,,R,"3,606",,,
15504020,San Pedro IlI,Bgy,,,R,"3,410",,,
15504021,San Vicente,Bgy,,,R,"4,239",,,
15504022,Vacante,Bgy,,,R,"1,127",,,
15505000,ANDA,Mun,,3rd,,"39,504",,,
15505002,Awile,Bgy,,,R,"1,658",,,
15505003,Awag,Bgy,,,R,"2,226",,,
15505004,Batiarao,Bgy,,,R,"1,665",,,
15505005,Cabungan,Bgy,,,R,"3,178",,,
15505006,Carot,Bgy,,,R,"3,440",,,
15505007,Dolaoan,Bgy,,,R,"2,164",,,
15505008,Imbo,Bgy,,,R,"1,626",,,
15505009,Macaleeng,Bgy,,,R,"1,710",,,
15505010,Macandocandong,Bgy,,,R,"1,040",,,
15505011,Mal-ong,Bgy,,,R,"2,877",,,
15505012,Namagbagan,Bgy,,,R,"1,726",,,
15505014,Poblacion,Bgy,,,R,"3,450",,,
15505015,Roxas,Bgy,,,R,"1,786",,,
15505016,Sablig,Bgy,,,R,"2,377",,,
15505018,San Jose,Bgy,,,R,"2,216",,,
15505019,Siapar,Bgy,,,R,"1,594",,,
15505020,Tondol,Bgy,,,R,"2,935",,,
15505021,Toritori,Bgy,,,R,"1,836",,,
15506000,ASINGAN,Mun,,2nd,,"57,355",,,
15506002,Ariston Este,Bgy,,,R,"1,162",,,
15506003,Ariston Weste,Bgy,,,R,"2,958",,,
15506004,Bantog,Bgy,,,R,"4,421",,,
15506005,Baro,Bgy,,,R,"2,846",,,
15506006,Bobonan,Bgy,,,R,"1,402",,,
15506007,Cabalitian,Bgy,,,R,"2,449",,,
15506008,Calepaan,Bgy,,,R,"4,086",,,
15506009,Carosucan Norte,Bgy,,,R,"3,824",,,
15506010,Carosucan Sur,Bgy,,,R,"3,255",,,
15506011,Coldit,Bgy,,,R,"1,746",,,
15506012,Domanpot,Bgy,,,U,"5,728",,,
15506013,Dupac,Bgy,,,R,"2,248",,,
15506014,Macalong,Bgy,,,R,"3,663",,,
15506015,Palaris,Bgy,,,R,"2,120",,,
15506016,Poblacion East,Bgy,,,R,"2,930",,,
15506017,Poblacion West,Bgy,,,R,"1,570",,,
15506018,San Vicente Este,Bgy,,,R,"1,354",,,
15506019,San Vicente Weste,Bgy,,,R,"2,265",,,
15506020,Sanchez,Bgy,,,R,"1,275",,,
15506021,Sobol,Bgy,,,R,"2,701",,,
15506022,Toboy,Bgy,,,R,"3,352",,,
15507000,BALUNGAO,Mun,,4th,,"31,106",,,
15507001,Angayan Norte,Bgy,,,R,"1,272",,,
15507002,Angayan Sur,Bgy,,,R,707,,,
15507003,Capulaan,Bgy,,,R,"1,198",,,
15507004,Esmeralda,Bgy,,,R,"3,160",,,
15507005,Kita-kita,Bgy,,,R,"1,746",,,
15507006,Mabini,Bgy,,,R,992,,,
15507007,Mauban,Bgy,,,R,"1,139",,,
15507008,Poblacion,Bgy,,,R,"2,197",,,
15507009,Pugaro,Bgy,,,R,"2,553",,,
15507010,Rajal,Bgy,,,R,"2,009",,,
15507011,San Andres,Bgy,,,R,"1,061",,,
15507012,San Aurelio 1st,Bgy,,,R,"2,074",,,
15507013,San Aurelio 2nd,Bgy,,,R,"1,638",,,
15507014,San Aurelio 3rd,Bgy,,,R,871,,,
15507015,San Joaquin,Bgy,,,R,"1,656",,,
15507016,San Julian,Bgy,,,R,"1,124",,,
15507017,San Leon,Bgy,,,R,"2,072",,,
15507018,San Marcelino,Bgy,,,R,"1,511",,,
15507019,San Miguel,Bgy,,,R,740,,,
15507020,San Raymundo,Bgy,,,R,"1,386",,,
15508000,BANI,Mun,,2nd,,"50,306",,,
15508001,Ambabaay,Bgy,,,R,"1,998",,,
15508002,Aporao,Bgy,,,R,800,,,
15508003,Arwas,Bgy,,,R,"2,085",,,
15508004,Ballag,Bgy,,,R,"1,144",,,
15508005,Banog Norte,Bgy,,,R,"2,323",,,
15508006,Banog Sur,Bgy,,,R,"1,460",,,
15508007,Centro Toma,Bgy,,,R,"1,992",,,
15508008,Colayo,Bgy,,,R,"1,900",,,
15508009,Dacap Norte,Bgy,,,R,"1,131",,,
15508010,Dacap Sur,Bgy,,,R,"2,610",,,
15508011,Garrita,Bgy,,,R,"1,561",,,
15508012,Luac,Bgy,,,R,"1,936",,,
15508013,Macabit,Bgy,,,R,"1,138",,,
15508014,Masidem,Bgy,,,R,"1,096",,,
15508015,Poblacion,Bgy,,,U,"5,011",,,
15508016,Quinaoayanan,Bgy,,,R,"3,317",,,
15508017,Ranao,Bgy,,,R,"2,290",,,
15508018,Ranom Iloco,Bgy,,,R,"1,708",,,
15508019,San Jose,Bgy,,,U,"1,982",,,
15508020,San Miguel,Bgy,,,R,"3,466",,,
15508021,San Simon,Bgy,,,R,"1,433",,,
15508022,San Vicente,Bgy,,,R,"1,439",,,
15508023,Tiep,Bgy,,,R,"2,296",,,
15508024,Tipor,Bgy,,,R,874,,,
15508025,Tugui Grande,Bgy,,,R,"1,487",,,
15508026,Tugui Norte,Bgy,,,R,733,,,
15508027,Calabeng,Bgy,,,R,"1,096",,,
15509000,BASISTA,Mun,,4th,,"32,959",,,
15509001,Anambongan,Bgy,,,R,"3,206",,,
15509002,Bayoyong,Bgy,,,R,"1,847",,,
15509003,Cabeldatan,Bgy,,,R,"2,896",,,
15509004,Dumpay,Bgy,,,U,"5,955",,,
15509005,Malimpec East,Bgy,,,R,"1,604",,,
15509006,Mapolopolo,Bgy,,,R,"2,311",,,
15509007,Nalneran,Bgy,,,R,"1,296",,,
15509008,Navatat,Bgy,,,R,"3,049",,,
15509009,Obong,Bgy,,,R,"2,314",,,
15509010,Osmena Sr.,Bgy,,,R,"1,873",,,
15509011,Palma,Bgy,,,R,"2,266",,,
15509012,Patacbo,Bgy,,,R,"1,619",,,
15509013,Poblacion,Bgy,,,U,"2,723",,,
15510000,BAUTISTA,Mun,,4th,,"32,307",,,
15510001,Artacho,Bgy,,,R,"1,298",,,
15510003,Cabuaan,Bgy,,,R,"1,399",,,
15510004,Cacandongan,Bgy,,,R,909,,,
15510006,Diaz,Bgy,,,R,"4,519",,,
15510007,Nandacan,Bgy,,,R,"1,407",,,
15510009,Nibaliw Norte,Bgy,,,R,"2,078",,,
15510010,Nibaliw Sur,Bgy,,,R,"1,059",,,
15510011,Palisoc,Bgy,,,R,"1,720",,,
15510012,Poblacion East,Bgy,,,R,"1,969",,,
15510013,Poblacion West,Bgy,,,R,982,,,
15510014,Pogo,Bgy,,,R,"1,944",,,
15510015,Poponto,Bgy,,,R,"1,977",,,
15510016,Primicias,Bgy,,,R,"1,916",,,
15510017,Ketegan,Bgy,,,R,"1,121",,,
15510018,Sinabaan,Bgy,,,R,612,,,
15510019,Vacante,Bgy,,,R,"1,624",,,
15510020,Villanueva,Bgy,,,R,"2,451",,,
15510021,Baluyot,Bgy,,,R,"3,322",,,
15511000,BAYAMBANG,Mun,,1st,,"118,205",,,
15511001,Alinggan,Bgy,,,R,"1,430",,,
15511002,Amamperez,Bgy,,,R,"1,058",,,
15511003,Amancosiling Norte,Bgy,,,R,"1,168",,,
15511004,Amancosiling Sur,Bgy,,,R,"2,812",,,
15511005,Ambayat I,Bgy,,,R,847,,,
15511006,Ambayat II,Bgy,,,R,"1,230",,,
15511007,Apalen,Bgy,,,R,958,,,
15511008,Asin,Bgy,,,R,550,,,
15511009,Ataynan,Bgy,,,R,"1,267",,,
15511010,Bacnono,Bgy,,,R,"2,097",,,
15511011,Balaybuaya,Bgy,,,R,"1,941",,,
15511012,Banaban,Bgy,,,R,"1,797",,,
15511013,Bani,Bgy,,,R,"2,860",,,
15511014,Batangcawa,Bgy,,,R,"1,148",,,
15511015,Beleng,Bgy,,,R,"1,699",,,
15511016,Bical Norte,Bgy,,,R,"3,005",,,
15511017,Bical Sur,Bgy,,,R,"1,614",,,
15511018,Bongato East,Bgy,,,R,"2,080",,,
15511019,Bongato West,Bgy,,,R,807,,,
15511020,Buayaen,Bgy,,,R,"2,894",,,
15511021,Buenlag 1st,Bgy,,,R,"1,017",,,
15511022,Buenlag 2nd,Bgy,,,R,"1,420",,,
15511023,Cadre Site,Bgy,,,R,"2,642",,,
15511024,Carungay,Bgy,,,R,"1,112",,,
15511025,Caturay,Bgy,,,R,"1,387",,,
15511027,Duera,Bgy,,,R,"1,089",,,
15511028,Dusoc,Bgy,,,R,"1,268",,,
15511029,Hermoza,Bgy,,,U,"2,966",,,
15511030,Idong,Bgy,,,R,866,,,
15511031,Inanlorenzana,Bgy,,,R,"1,093",,,
15511032,Inirangan,Bgy,,,R,"1,560",,,
15511033,Iton,Bgy,,,R,119,,,
15511034,Langiran,Bgy,,,R,"1,513",,,
15511035,Ligue,Bgy,,,R,"1,285",,,
15511036,M. H. del Pilar,Bgy,,,R,"1,927",,,
15511037,Macayocayo,Bgy,,,R,"1,439",,,
15511038,Magsaysay,Bgy,,,R,"1,387",,,
15511039,Maigpa,Bgy,,,R,"1,477",,,
15511040,Malimpec,Bgy,,,U,"1,184",,,
15511041,Malioer,Bgy,,,R,"2,262",,,
15511042,Managos,Bgy,,,R,"1,534",,,
15511043,Manambong Norte,Bgy,,,R,906,,,
15511044,Manambong Parte,Bgy,,,R,"1,869",,,
15511045,Manambong Sur,Bgy,,,R,"2,323",,,
15511046,Mangayao,Bgy,,,R,"1,095",,,
15511047,Nalsian Norte,Bgy,,,R,"1,774",,,
15511048,Nalsian Sur,Bgy,,,R,"1,497",,,
15511049,Pangdel,Bgy,,,R,"2,212",,,
15511050,Pantol,Bgy,,,R,"1,235",,,
15511051,Paragos,Bgy,,,R,593,,,
15511053,Poblacion Sur,Bgy,,,U,"1,219",,,
15511054,Pugo,Bgy,,,R,"1,439",,,
15511055,Reynado,Bgy,,,R,"1,205",,,
15511056,San Gabriel 1st,Bgy,,,R,"1,375",,,
15511057,San Gabriel 2nd,Bgy,,,R,"2,194",,,
15511058,San Vicente,Bgy,,,R,"2,706",,,
15511059,Sangcagulis,Bgy,,,R,"1,748",,,
15511060,Sanlibo,Bgy,,,R,"3,010",,,
15511061,Sapang,Bgy,,,R,"1,985",,,
15511062,Tamaro,Bgy,,,R,"1,733",,,
15511063,Tambac,Bgy,,,R,"2,653",,,
15511064,Tampog,Bgy,,,R,"1,457",,,
15511065,Darawey (Tangal),Bgy,,,R,"1,209",,,
15511066,Tanolong,Bgy,,,R,"3,044",,,
15511067,Tatarao,Bgy,,,R,"1,183",,,
15511068,Telbang,Bgy,,,R,"2,165",,,
15511069,Tococ East,Bgy,,,R,788,,,
15511070,Tococ West,Bgy,,,R,"1,994",,,
15511071,Warding,Bgy,,,R,"1,247",,,
15511072,Wawa,Bgy,,,R,"1,572",,,
15511073,Zone I (Pob.),Bgy,,,U,234,,,
15511074,Zone II (Pob.),Bgy,,,U,260,,,
15511075,Zone III (Pob.),Bgy,,,R,372,,,
